"Line Number/
мНЛЕП КХМХХ";"Maximum Design Press Mpa g/
лЮЙЯ.ПЮЯВЕРМНЕ ДЮБКЕМХЕ,лоЮ ХГА  ";"Operating Press
Mpa g/
пЮАНВЕЕ ДЮБКЕМХЕ, лоЮ ХГА";"Fluid Medium Group and Pipeline Category per GOST 32569-2013 Tab 5.1
цПСООЮ ЯПЕДШ Х ЙЮРЕЦНПХЪ РПСАНОПНБНДЮ ЯНЦКЮЯМН РЮАКХЖЕ 5.1 цняр 32569-2013 ";"Radiograhic Test/ Ultrasonic Test %/
пЮДХНЦПЮТХВЕЯЙХИ ЙНМРПНКЭ/сКЭРПЮГБСЙНБНИ ЙНМРПНКЭ, %";Liquid penetrant / лagnetic particle test  % / йЮОХККЪПМШИ / ЛЮЦМХРНОНПНЬЙНБШИ ЙНМРПНКЭ %;"Positive Material Identification/
йНМРПНКЭ УХЛХВЕЯЙНЦН ЯНЯРЮБЮ ЛЮРЕПХЮКЮ";"Hardness Test/
хЯОШРЮМХЕ МЮ РБЕПДНЯРЭ"
1-11-902060;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902061;9.8;0.01/7.35;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902062;9.8;0.01/7.35;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902063;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902064;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902065;9.8;0.01/7.35;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902066;5.2;0.01/4.0;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902067;4;0.01/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902068;4;0.01/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902070;9.8;0.01/7.35;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902071;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902072;4;0.01/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902073;4;0.01/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
1-11-902074;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-902075;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-902076;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-902077;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-942001;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942002;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942003;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942005;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942006;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942007;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942008;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942009;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942010;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942011;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942012;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942013;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942014;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942015;14;13;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942016;9.8;7.4;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942017;9.8;7.4;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942018;9.8;7.4;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942019;5.2;4.0;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942020;1.6;0.5;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942021;9.8;7.4;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942022;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942023;5.2;4.0;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942024;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942025;1.6;0.5;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942026;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942027;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942028;9.8;7.4;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942029;9.8;7.4;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942030;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942031;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942032;1;0.5;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-942033;9.8;1.78;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942034;9.8;1.78;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942035;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942036;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942037;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942038;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942039;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942040;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942041;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942042;9.8;5.8/7.35;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942043;9.8;5.80/7.35;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942044;4;3.5;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-942045;1;0.5;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-942046;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942047;9.8;7.4;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942048;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942049;5.2;4.0;B-I/ V-I;1;1;NO/мер;YES/дю
1-11-942050;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-942051;1.6;0.5;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952001;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952002;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952003;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952004;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952005;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952006;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952007;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952008;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952009;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952010;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952011;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952012;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952013;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952014;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952015;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952016;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952017;1;0.4/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952018;1;ATM;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952019;1;ATM;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952020;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-952021;1.0;0.79/0.88;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952022;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952023;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952024;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952025;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952026;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952027;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952028;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952029;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952030;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952031;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952032;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952033;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952034;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952035;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952036;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952037;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952038;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952039;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952040;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952041;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952042;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952043;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952044;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952045;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952046;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952047;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952048;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952049;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952050;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952051;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952052;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-952053;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-962001;1.6;0.21/0.8;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-962002;1.6;0.21/0.8;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-962003;1.6;0.21/0.8;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-962004;1.6;0.21/0.8;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-962005;1.6;0.21/0.8;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-962006;1.6;0.21/0.8;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-962007;1.6;0.21/0.8;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-962008;1.6;0.21/0.8;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931001;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931002;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931003;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931004;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931005;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931006;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931007;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931008;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931009;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931010;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931011;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931012;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931013;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931014;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931015;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-931016;2.5;1.6;"N/A
м/о";1;0;NO/мер;YES/дю
1-11-0A1001;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1002;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1003;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1004;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1005;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1006;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1007;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1008;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1009;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1010;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1011;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1012;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1013;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1014;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1015;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1016;9.8;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1017;3.6;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1018;3.6;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1019;3.6;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1020;3.6;1.78;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1021;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1022;9.8;6.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1023;9.8;6.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1024;9.8;6.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1025;8.34;6.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1026;8.34;6.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1027;8.34;6.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1028;8.34;6.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1029;8.34;6.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1030;8.34;6.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1031;9.8;5.85/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1032;9.8;5.80/7.38;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1033;9.8;5.85/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1034;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1035;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1036;9.8;5.80/6.6;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1037;9.8;5.85/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1038;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1039;9.8;5.85/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1040;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1041;9.8;5.85/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1042;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1043;9.8;5.85/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1044;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1045;9.8;5.85/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1046;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1047;9.8;5.85/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1048;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1049;9.8;5.85/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1050;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1051;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1052;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1053;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1054;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1055;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1056;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1057;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1058;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1059;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1060;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1061;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1062;9.8;5.80/6.6;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1063;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1064;9.8;5.80/6.6;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1065;9.8;7.2;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1066;9.8;5.8/7.4;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1067;9.8;5.8/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1068;9.8;5.8/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1069;1;0.79/0.88;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
1-11-0A1070;1;0.1/0.2;B-III/ V-III;0.1;0;NO/мер;YES/дю
1-11-0A1071;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1072;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1073;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1074;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1075;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1076;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1077;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1078;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1079;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1080;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1081;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1082;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1083;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1084;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1085;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1086;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1087;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1088;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1089;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1090;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1091;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1092;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1093;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1094;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1095;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1096;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1097;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1098;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1099;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1100;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1104;4;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1105;1;ATM;аЮ-II/ Ba-II;0.1;0;NO/мер;YES/дю
1-11-0A1106;1;ATM;аЮ-II/ Ba-II;0.1;0;NO/мер;YES/дю
1-11-0A1107;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1108;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1109;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1110;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1111;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1112;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1113;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1114;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1115;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1116;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1117;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1119;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1120;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1121;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1122;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1123;0.3;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1124;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1125;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1126;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1127;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1129;9.8;0.05;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1130;9.8;0.05;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1132;9.8;5.80/6.6;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1133;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1135;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-0A1136;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191001;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191002;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191003;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191004;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191005;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191006;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191007;1;0.6/0.8;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191008;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191009;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191010;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191011;1.6;0.3;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191012;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191013;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191014;0.2;0.01;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
1-11-191015;1.6;0.05/0.3;аА-I/ Bb-I;1;1;NO/мер;YES/дю
1-11-191016;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
